id,name,description,type,modified,created,attack_version,attack_id
1,Enterprise ATT&CK,"Below are the tactics and technique representing the MITRE ATT&CK Matrix for Enterprise. The Matrix contains information for the following platforms: Windows, macOS, Linux, AWS, GCP, Azure, Azure AD, Office 365, SaaS.",x-mitre-matrix,2021-11-03T20:11:51.915Z,2018-10-17T00:14:20.652Z,2.1,11
